PID,Street Address,MBLU,Map,Lot,Unit,Book&Page,Assessment,Appraisal,Lot Size (acres),Land Use Code,Description,Zoning District,# Buildings,Appr. Year,Improvements,Land,Total,Recent Sale Price,Recent Sale Date,Prev Sale Price,Prev Sale Date,Prev. Assess.,Prev. Apprais,,
21,15 MARKET ST,201/  14/  /  / ,201,14,,  4414/0628,686500.00,686500.00,1.8,1090,MULTI HSES,LCD,2,2016,398100.00,288400.00,686500.00,0.00,2019-02-01,550000.00,2018-07-09,613400.00,613400.00,,
22,19 MARKET ST,201/  15/  /  / ,201,15,,  3902/0145,449000.00,449000.00,0.55,1010,SINGLE FAM MDL01,LCD,1,2016,269300.00,179700.00,449000.00,0.00,2012-07-25,362000.00,2012-07-03,390000.00,390000.00,,
23,25 MARKET ST,201/  16/  /  / ,201,16,,  1217/0589,478700.00,478700.00,4.31,101,Single Fam,LCD,1,2016,233100.00,245600.00,478700.00,42400.00,1974-04-11,,,441800.00,441800.00,,
25,30 MARKET ST,201/  18/  /  / ,201,18,,  2510/0517,581100.00,581100.00,0.5,1010,SINGLE FAM MDL01,RD,1,2016,410600.00,170500.00,581100.00,290000.00,2000-12-14,30000.00,1983-05-17,468400.00,468400.00,,
26,26 MARKET ST,201/  19/  /  / ,201,19,,  4136/0106,364400.00,364400.00,1.1,1010,SINGLE FAM MDL01,LCD,1,2016,159100.00,205300.00,364400.00,195000.00,2015-06-17,98000.00,1990-06-22,293900.00,293900.00,,
27,22 MARKET ST,201/  20/  /  / ,201,20,,  3701/0145,536700.00,536700.00,2.08,1010,SINGLE FAM MDL01,LCD,1,2016,326700.00,210000.00,536700.00,0.00,2010-05-17,437533.00,2008-08-21,509800.00,509800.00,,
28,20 MARKET ST,201/  21/  /  / ,201,21,,  3967/ 527,594000.00,594000.00,3.5,1090,MULTI HSES,LCD,1,2016,292900.00,301100.00,594000.00,0.00,2013-04-02,4000.00,1998-04-10,500300.00,500300.00,,
29,14 MARKET ST,201/  22/  /  / ,201,22,,  4339/0611,656100.00,656100.00,3.91,1010,SINGLE FAM MDL01,LCD,1,2016,420400.00,235700.00,656100.00,2666.00,2018-01-23,294000.00,2000-10-02,601100.00,601100.00,,
30,10 MARKET ST,201/  23/  /  / ,201,23,,  3959/0892,484900.00,484900.00,1.38,1010,SINGLE FAM MDL01,LCD,1,2016,266700.00,218200.00,484900.00,278533.00,2013-03-04,,,435500.00,435500.00,,
32,8 MARKET ST,201/  25/  /  / ,201,25,,  3072/0304,277800.00,277800.00,0.37,1010,SINGLE FAM MDL01,LCD,1,2016,131000.00,146800.00,277800.00,248000.00,2004-10-29,7000.00,1957-07-05,273800.00,273800.00,,
33,6 MARKET ST,201/  26/  /  / ,201,26,,  4368/0297,328000.00,328000.00,0.29,1010,SINGLE FAM MDL01,LCD,1,2016,176400.00,151600.00,328000.00,0.00,2018-06-19,329067.00,2014-06-25,301900.00,301900.00,,
34,4 MARKET ST,201/  27/  /  / ,201,27,,  4368/0297,552900.00,552900.00,0.4,1010,SINGLE FAM MDL01,LCD,1,2016,395200.00,157700.00,552900.00,0.00,2018-06-19,135000.00,1988-02-01,557400.00,557400.00,,
35,1 ON THE COMMON (COMMON),201/  28/  /  / ,201,28,, ,29200.00,29200.00,1.4,9035,TOWN-PROP,LCD,1,2016,0.00,29200.00,29200.00,0.00,,,,24000.00,24000.00,,
36,18 ON THE COMMON,201/  29/  /  / ,201,29,,  4469/0248,719200.00,719200.00,2.2,3400,OFFICE BLD  MDL-94,LCD,1,2016,303000.00,416200.00,719200.00,775000.00,2019-09-30,950000.00,2007-05-01,723300.00,723300.00,,
37,16 ON THE COMMON,201/  30/  /  / ,201,30,,  4325/0395,650500.00,650500.00,0.78,920C,NON PROFIT  MDL-94,LCD,1,2016,297500.00,353000.00,650500.00,425000.00,2017-11-15,447000.00,2009-02-04,485900.00,485900.00,,
39,14 ON THE COMMON,201/  31/  1000/  / ,201,31,1000,  4554/ 777,576700.00,576700.00,3.08,1040,TWO FAMILY,LCD,1,2016,339700.00,237000.00,576700.00,640000.00,2020-09-15,440000.00,2005-05-20,630100.00,630100.00,,
40,18 MARKET ST (BIG ROCK),201/  31/  2000/  / ,201,31,2000,  2295/0028,43000.00,43000.00,9.99,9035,TOWN-PROP,,1,2016,0.00,43000.00,43000.00,0.00,1997-11-18,,,37300.00,37300.00,,
41,12 ON THE COMMON,201/  32/  /  / ,201,32,,  3087/0441,633000.00,633000.00,0.65,1010,SINGLE FAM MDL01,LCD,1,2016,447000.00,186000.00,633000.00,625000.00,2004-12-14,129000.00,1998-10-29,617400.00,617400.00,,
42,10 ON THE COMMON,201/  33/  /  / ,201,33,,  3371/0737,488500.00,488500.00,1.5,1010,SINGLE FAM MDL01,LCD,1,2016,269800.00,218700.00,488500.00,0.00,2006-12-07,,,439200.00,439200.00,,
43,8 ON THE COMMON,201/  34/  /  / ,201,34,,  4183/ 405,345600.00,345600.00,1.71,1010,SINGLE FAM MDL01,LCD,1,2016,137300.00,208300.00,345600.00,0.00,2016-01-13,195000.00,2004-07-07,319400.00,319400.00,,
50,6 ON THE COMMON UNIT #1,201/  35/  0010/  / ,201,35,10,  2364/0058,167300.00,167300.00,0,1021,CONDO NL  MDL-05,LCD,1,2016,167300.00,0.00,167300.00,102000.00,1998-12-21,100000.00,1994-11-10,150100.00,150100.00,,
51,6 ON THE COMMON UNIT #2,201/  35/  0020/  / ,201,35,20,  3856/0468,160700.00,160700.00,0,1021,CONDO NL  MDL-05,LCD,1,2016,160700.00,0.00,160700.00,107133.00,2012-02-07,4000.00,1999-06-28,144300.00,144300.00,,
52,6 ON THE COMMON UNIT #3,201/  35/  0030/  / ,201,35,30,  3943/0473,157100.00,157100.00,0,1021,CONDO NL  MDL-05,LCD,1,2016,157100.00,0.00,157100.00,150000.00,2012-12-27,132000.00,2005-02-14,141100.00,141100.00,,
53,6 ON THE COMMON UNIT #4,201/  35/  0040/  / ,201,35,40,  4220/0472,181500.00,181500.00,0,1021,CONDO NL  MDL-05,LCD,1,2016,181500.00,0.00,181500.00,176000.00,2016-07-14,140000.00,2013-07-30,162700.00,162700.00,,
54,6 ON THE COMMON UNIT #5,201/  35/  0050/  / ,201,35,50,  4125/0135,152900.00,152900.00,0,1021,CONDO NL  MDL-05,LCD,1,2016,152900.00,0.00,152900.00,142000.00,2015-05-04,149000.00,2002-12-27,137400.00,137400.00,,
55,6 ON THE COMMON UNIT #6,201/  35/  0060/  / ,201,35,60,  2558/0753,168600.00,168600.00,0,1021,CONDO NL  MDL-05,CD,1,2016,168600.00,0.00,168600.00,2666.00,2001-06-21,94500.00,2000-06-29,151200.00,151200.00,,
56,4 ON THE COMMON,201/  36/  /  / ,201,36,,  3516/0484,1160900.00,1160900.00,0.18,3160,COMM WHSE,LCD,1,2016,926400.00,234500.00,1160900.00,0.00,2008-04-22,7543800.00,2008-04-02,1095200.00,1095200.00,,
57,2 ON THE COMMON,201/  37/  /  / ,201,37,,  4472/0485,925900.00,925900.00,1.4,1010,SINGLE FAM MDL01,LCD,1,2016,695900.00,230000.00,925900.00,985000.00,2019-10-10,275000.00,2003-01-10,916600.00,916600.00,,
58,38 UNION ST (LIBRARY),201/  38/  /  / ,201,38,, ,915600.00,915600.00,0.44,903C,MUNICPAL  MDL-94,LCD,1,2016,653600.00,262000.00,915600.00,0.00,,,,859500.00,859500.00,,
59,36 UNION ST,201/  39/  /  / ,201,39,,002867/0533,511800.00,511800.00,0.39,1010,SINGLE FAM MDL01,LCD,1,2016,355300.00,156500.00,511800.00,210000.00,2003-08-04,169000.00,2001-11-09,496100.00,496100.00,,
60,32 UNION ST,201/  40/  /  / ,201,40,, ,704000.00,704000.00,1.55,1040,TWO FAMILY,LCD,1,2016,485100.00,218900.00,704000.00,0.00,,,,635400.00,635400.00,,
62,30 UNION ST,201/  42/  /  / ,201,42,,  2469/0823,649200.00,649200.00,0.46,1010,SINGLE FAM MDL01,LCD,2,2016,485300.00,163900.00,649200.00,174000.00,2000-06-23,,,576100.00,576100.00,,
63,28 UNION ST,201/  43/  /  / ,201,43,,  4023/0682,490500.00,490500.00,2.55,111C,APT 4-UNT  MDL-94,LCD,1,2016,258400.00,232100.00,490500.00,0.00,2013-11-06,160000.00,1989-02-27,386600.00,386600.00,,
64,26 UNION ST,201/  44/  /  / ,201,44,,  2161/0118,322100.00,322100.00,1.6,1010,SINGLE FAM MDL01,LCD,1,2016,103900.00,218200.00,322100.00,80000.00,1995-09-22,,,262500.00,262500.00,,
65,24 UNION ST,201/  45/  /  / ,201,45,,  4164/ 281,544900.00,544900.00,1.1,1010,SINGLE FAM MDL01,LCD,1,2016,316000.00,228900.00,544900.00,0.00,2015-10-01,460000.00,2013-04-26,489500.00,489500.00,,
66,22 UNION ST,201/  46/  /  / ,201,46,,  3368/0837,449700.00,449700.00,1.28,1040,TWO FAMILY,LCD,1,2016,218800.00,230900.00,449700.00,0.00,2007-01-12,,,408400.00,408400.00,,
67,20 UNION ST (BIG ROCK),201/  47/  /  / ,201,47,,  3059/0499,103200.00,103200.00,12.82,9200,NON PROFIT  MDL-00,LCD,1,2016,0.00,103200.00,103200.00,0.00,2004-09-29,475000.00,2001-05-29,87400.00,87400.00,,
68,5 BROOK LN,201/  48/  /  / ,201,48,,  3695/0434,284100.00,284100.00,2.3,1010,SINGLE FAM MDL01,RD,1,2016,127000.00,157100.00,284100.00,0.00,2010-04-21,,,256600.00,256600.00,,
69,4 BROOK LN,201/  49/  /  / ,201,49,, ,8600.00,8600.00,0.41,9010,STATE NH,RD,1,2016,0.00,8600.00,8600.00,0.00,,,,8400.00,8400.00,,
71,"Problem loading parcel PID 71, Map 201 Lot 50",,,,,,,,,,,,,,,,,,,,,,,,
76,11 UNION ST,201/  51/  1000/  / ,201,51,1000,  4086/0348,783100.00,783100.00,2,1010,SINGLE FAM MDL01,LCD,1,2016,548700.00,234400.00,783100.00,515000.00,2014-10-03,150000.00,1986-06-30,743900.00,743900.00,,
77,13 UNION ST,201/  51/  2000/  / ,201,51,2000,  3831/0623,578400.00,578400.00,2.07,1010,SINGLE FAM MDL01,LCD,1,2016,343500.00,234900.00,578400.00,501000.00,2011-11-01,308500.00,2002-01-12,544900.00,544900.00,,
78,15 UNION ST,201/  52/  /  / ,201,52,,  2809/0420,390300.00,390300.00,1,1010,SINGLE FAM MDL01,LCD,1,2016,173800.00,216500.00,390300.00,225000.00,2003-04-25,,,323000.00,323000.00,,
79,17 UNION ST,201/  53/  /  / ,201,53,,  0909/0569,333300.00,333300.00,0.99,1010,SINGLE FAM MDL01,LCD,1,2016,116800.00,216500.00,333300.00,0.00,,,,295600.00,295600.00,,
80,21 UNION ST,201/  54/  /  / ,201,54,, ,618800.00,618800.00,18,906R,CHURCH ETC  MDL-01,LCD,1,2016,301600.00,317200.00,618800.00,0.00,,,,491900.00,491900.00,,
81,25 UNION ST,201/  55/  /  / ,201,55,,  1659/0083,429800.00,429800.00,1.4,130,PRI RES,LCD,1,2016,139400.00,290400.00,429800.00,190000.00,1987-03-01,,,374600.00,374600.00,,
82,27 UNION ST,201/  56/  /  / ,201,56,,  3046/0166,417000.00,417000.00,0.67,1040,TWO FAMILY,LCD,1,2016,217700.00,199300.00,417000.00,210000.00,2004-08-12,133000.00,1986-06-03,344600.00,344600.00,,
83,29 UNION ST,201/  57/  /  / ,201,57,,  2338/0377,334800.00,334800.00,0.44,1010,SINGLE FAM MDL01,LCD,1,2016,173000.00,161800.00,334800.00,155000.00,1998-08-28,115000.00,1985-03-28,321500.00,321500.00,,
84,35 UNION ST (ELEM SCHOOL),201/  58/  /  / ,201,58,, ,5187300.00,5187300.00,6.8,903C,MUNICPAL  MDL-94,LCD,1,2016,3187200.00,2000100.00,5187300.00,0.00,,,,4187900.00,4187900.00,,
85,39 UNION ST (LITTLE COMMON),201/  59/  /  / ,201,59,, ,16900.00,16900.00,0.38,9035,TOWN-PROP,LCD,1,2016,0.00,16900.00,16900.00,0.00,,,,16400.00,16400.00,,
86,37 UNION ST,201/  60/  /  / ,201,60,,  3138/0802,700600.00,700600.00,1.1,1010,SINGLE FAM MDL01,LCD,1,2016,471700.00,228900.00,700600.00,513000.00,2005-05-11,,,623700.00,623700.00,,
87,19 EAST THETFORD RD,201/  61/  /  / ,201,61,,4083-0169,635700.00,635700.00,1.5,1010,SINGLE FAM MDL01,LCD,1,2016,379700.00,256000.00,635700.00,660000.00,2014-09-16,,,598800.00,598800.00,,
88,1 HAMILTON LN,201/  62/  /  / ,201,62,,  2467/0958,156600.00,156600.00,0.26,1010,SINGLE FAM MDL01,LCD,1,2016,43200.00,113400.00,156600.00,0.00,2000-06-15,55000.00,1994-04-12,112100.00,112100.00,,
89,7 HAMILTON LN,201/  63/  /  / ,201,63,,  1749/0748,478400.00,614500.00,57,1010,SINGLE FAM MDL01,LCD,1,2016,238900.00,375600.00,614500.00,142000.00,1988-06-27,117000.00,1986-12-15,484300.00,607300.00,,
91,2 HAMILTON LN,201/  65/  /  / ,201,65,,  2866/0001,803300.00,803300.00,0.81,1090,MULTI HSES,LCD,2,2016,526300.00,277000.00,803300.00,0.00,2012-03-06,135000.00,1988-06-08,740800.00,740800.00,,
92,8 EAST THETFORD RD,201/  66/  /  / ,201,66,,  3677/0115,257300.00,257300.00,0.67,1010,SINGLE FAM MDL01,LCD,1,2016,77800.00,179500.00,257300.00,0.00,2010-01-20,102000.00,1995-01-09,212500.00,212500.00,,
93,6 EAST THETFORD RD,201/  67/  /  / ,201,67,,  4321/0698,570100.00,570100.00,0.7,1010,SINGLE FAM MDL01,LCD,1,2016,365800.00,204300.00,570100.00,589000.00,2017-10-30,485000.00,2008-09-16,486900.00,486900.00,,
94,4 EAST THETFORD RD,201/  68/  /  / ,201,68,,  2263/0290,551900.00,551900.00,0.55,1010,SINGLE FAM MDL01,LCD,1,2016,372700.00,179200.00,551900.00,208000.00,1997-07-29,126600.00,1993-10-06,445300.00,445300.00,,
95,2 EAST THETFORD RD,201/  69/  /  / ,201,69,,  2501/0649,542700.00,542700.00,0.72,1040,TWO FAMILY,,1,2016,335100.00,207600.00,542700.00,280000.00,2000-11-21,140000.00,1993-02-03,476200.00,476200.00,,
99,1 MAIN          ST (33% INT),201/  70/  0010/  / ,201,70,10,  4023/0680,295700.00,295700.00,0,340C,OFF CONDO  MDL-94,LCD,1,2016,295700.00,0.00,295700.00,0.00,2013-11-06,123810.00,1993-07-21,308800.00,308800.00,,
101,1 MAIN          ST (67% INT),201/  70/  0020/  / ,201,70,20,  4023/0680,543900.00,543900.00,0,340C,OFF CONDO  MDL-94,LCD,2,2016,543900.00,0.00,543900.00,0.00,2013-11-06,215048.00,1992-12-31,543200.00,543200.00,,
102,3 MAIN ST,201/  71/  /  / ,201,71,, ,111500.00,111500.00,0.63,9010,STATE NH,LCD,1,2016,7500.00,104000.00,111500.00,0.00,,,,99400.00,99400.00,,
103,10 LATHAM LN,201/  72/  /  / ,201,72,,  3650/0629,289200.00,289200.00,1.4,1010,SINGLE FAM MDL01,LCD,1,2016,104100.00,185100.00,289200.00,274533.00,2009-10-02,3800.00,2008-03-25,278900.00,278900.00,,
104,5 MAIN ST,201/  73/  /  / ,201,73,,  3457/0514,1449300.00,1449300.00,0.96,3220,STORE/SHOP  MDL-94,LCD,1,2016,1055000.00,394300.00,1449300.00,500000.00,2007-10-12,400000.00,1987-01-02,1222500.00,1222500.00,,
105,7 MAIN ST,201/  74/  /  / ,201,74,,  3452/0881,510400.00,510400.00,0.4,3400,OFFICE BLD  MDL-94,LCD,1,2016,236100.00,274300.00,510400.00,0.00,2007-09-13,225000.00,1988-06-24,468200.00,468200.00,,
106,9 MAIN ST,201/  75/  /  / ,201,75,,  2305/0161,1909300.00,1909300.00,5.4,3020,INNS,LCD,3,2016,1421000.00,488300.00,1909300.00,0.00,1998-03-06,400000.00,1989-05-15,1552700.00,1552700.00,,
107,13 MAIN ST,201/  76/  /  / ,201,76,,  3045/0960,623200.00,623200.00,0.31,3220,STORE/SHOP  MDL-94,LCD,2,2016,359500.00,263700.00,623200.00,0.00,2004-08-30,450000.00,1988-01-18,574400.00,574400.00,,
111,1 PLEASANT ST (OLD CEMETERY,201/  78/  /  / ,201,78,, ,429100.00,429100.00,3.7,9035,TOWN-PROP,,1,2016,4400.00,424700.00,429100.00,0.00,,,,341700.00,341700.00,,
115,21 PLEASANT ST,201/  79/  1000/  / ,201,79,1000,  4440/ 498,358900.00,479700.00,22,1010,SINGLE FAM MDL01,LCD,1,2016,221200.00,258500.00,479700.00,0.00,2019-06-06,,,273900.00,383400.00,,
116,23 PLEASANT ST,201/  79/  2000/  / ,201,79,2000,  2132/0258,397700.00,397700.00,2.08,1010,SINGLE FAM MDL01,LCD,1,2016,249500.00,148200.00,397700.00,0.00,1995-02-17,,,341700.00,341700.00,,
117,25 PLEASANT ST,201/  80/  0010/  / ,201,80,10,  3470/0508,406300.00,406300.00,0,102R,CONDO NL  MDL-01,LCD,2,2016,406300.00,0.00,406300.00,390000.00,2007-11-27,295000.00,2003-09-03,388500.00,388500.00,,
118,7 BRITTON LN,201/  81/  /  / ,201,81,,  3450/0372,683500.00,683500.00,5.3,3130,LUMBER YRD,RD,1,2016,155800.00,527700.00,683500.00,650000.00,2007-09-18,62500.00,1995-03-31,431000.00,431000.00,,
120,4 BRITTON LN,201/  83/  /  / ,201,83,,  4421/0347,822900.00,822900.00,4.2,3160,COMM WHSE,LCD,1,2016,462100.00,360800.00,822900.00,675000.00,2019-03-18,4000.00,1989-01-25,739200.00,739200.00,,
121,34 PLEASANT ST,201/  84/  /  / ,201,84,,  3729/0847,224200.00,224200.00,1.4,1010,SINGLE FAM MDL01,LCD,1,2016,73100.00,151100.00,224200.00,115000.00,2010-09-10,242533.00,2005-09-23,188800.00,188800.00,,
122,32 PLEASANT ST,201/  85/  /  / ,201,85,,  4599/ 918,406300.00,406300.00,0.7,1010,SINGLE FAM MDL01,LCD,1,2016,273000.00,133300.00,406300.00,0.00,2021-02-23,375000.00,2005-01-28,329500.00,329500.00,,
123,30 PLEASANT ST,201/  86/  /  / ,201,86,,  4371/0348,284100.00,284100.00,0.69,1010,SINGLE FAM MDL01,LCD,1,2016,151900.00,132200.00,284100.00,295000.00,2018-06-29,185000.00,2006-03-24,226100.00,226100.00,,
124,26+28 PLEASANT ST,201/  87/  /  / ,201,87,,  4171/ 903,577900.00,577900.00,1,1050,THREE FAM,LCD,2,2016,354900.00,223000.00,577900.00,455000.00,2015-11-17,,,466900.00,466900.00,,
125,24 PLEASANT ST,201/  88/  /  / ,201,88,,  4071/0118,427700.00,427700.00,2.3,1010,SINGLE FAM MDL01,LCD,1,2016,272000.00,155700.00,427700.00,365000.00,2014-07-21,,,346700.00,346700.00,,
127,16 PLEASANT ST,201/  90/  /  / ,201,90,,  4430/0014,393500.00,393500.00,0.9,1010,SINGLE FAM MDL01,LCD,1,2016,240200.00,153300.00,393500.00,405000.00,2019-05-01,365000.00,2006-07-11,377200.00,377200.00,,
128,12+14 PLEASANT ST,201/  91/  /  / ,201,91,,  3779/0878,583500.00,583500.00,0.8,1090,MULTI HSES,LCD,2,2016,395000.00,188500.00,583500.00,200000.00,2011-03-15,125000.00,1997-09-09,527600.00,527600.00,,
129,10 PLEASANT ST,201/  92/  /  / ,201,92,,  4152/0371,339800.00,339800.00,1.3,1010,SINGLE FAM MDL01,LCD,1,2016,182300.00,157500.00,339800.00,286000.00,2015-08-24,225000.00,2006-03-07,295300.00,295300.00,,
132,6 JOHN THOMSON WY (L/O),201/  93/  100/  / ,201,93,100, ,40300.00,40300.00,0.16,9030,MUNICPAL  MDL-00,LDC,1,2016,0.00,40300.00,40300.00,0.00,,,,33700.00,33700.00,,
133,6 JOHN THOMSON WY(HORSESHD),201/  93/  200/  / ,201,93,200,  1005/0574,42000.00,42000.00,0,9060,CHURCH ETC  MDL-00,,1,2016,42000.00,0.00,42000.00,0.00,,,,38500.00,38500.00,,
136,2 PLEASANT ST (JAILHOUSE),201/  94/  100/  / ,201,94,100, ,27400.00,27400.00,0.07,903I,MUNICPAL  MDL-96,LCD,1,2016,15200.00,12200.00,27400.00,0.00,,,,23100.00,23100.00,,
137,4 JOHN THOMSON WY,201/  94/  200/  / ,201,94,200, ,236300.00,236300.00,1.85,920C,NON PROFIT  MDL-94,LCD,1,2016,46900.00,189400.00,236300.00,0.00,,,,197000.00,197000.00,,
138,1 DORCHESTER RD,201/  95/  /  / ,201,95,,  1005/ 574,1440500.00,1440500.00,0.33,906I,CHURCH ETC  MDL-96,LCD,1,2016,1194500.00,246000.00,1440500.00,0.00,,,,1329600.00,1329600.00,,
139,5 DORCHESTER RD,201/  96/  /  / ,201,96,, ,247800.00,247800.00,0.09,906C,CHURCH ETC  MDL-94,LCD,1,2016,81400.00,166400.00,247800.00,0.00,,,,205800.00,205800.00,,
140,7 DORCHESTER RD,201/  97/  /  / ,201,97,,  3890/0633,677700.00,677700.00,0.31,1010,SINGLE FAM MDL01,LCD,1,2016,526200.00,151500.00,677700.00,733000.00,2012-06-13,257000.00,1996-09-19,687800.00,687800.00,,
142,11 DORCHESTER RD,201/  99/  /  / ,201,99,,  4466/0210,377200.00,377200.00,1.71,1010,SINGLE FAM MDL01,LCD,1,2016,167300.00,209900.00,377200.00,365000.00,2019-09-19,350000.00,2007-12-18,375100.00,375100.00,,
143,19 DORCHESTER RD,201/  100/  /  / ,201,100,,  4223/0595,494100.00,494100.00,1.5,1010,SINGLE FAM MDL01,LCD,1,2016,287200.00,206900.00,494100.00,465000.00,2016-07-29,222000.00,1993-09-02,471200.00,471200.00,,
144,21 DORCHESTER RD,201/  101/  /  / ,201,101,,  4154/0182,277800.00,277800.00,0.43,1010,SINGLE FAM MDL01,LCD,1,2016,144800.00,133000.00,277800.00,266700.00,2015-08-31,92571.00,1992-07-15,249800.00,249800.00,,
148,50 HIGH ST,201/  102/  1000/  / ,201,102,1000,  4403/0829,306500.00,306500.00,1.37,1010,SINGLE FAM MDL01,LCD,1,2016,163800.00,142700.00,306500.00,0.00,2018-11-29,122000.00,1994-08-24,246900.00,246900.00,,
149,48 HIGH ST,201/  102/  2000/  / ,201,102,2000,  4403/0829,556800.00,556800.00,1.51,3050,HOSP PVT,LCD,1,2016,385600.00,171200.00,556800.00,0.00,2018-11-29,20000.00,1995-08-01,420300.00,420300.00,,
150,44 HIGH ST (FIRE STATION),201/  103/  /  / ,201,103,, ,580900.00,580900.00,1.28,9032,FIRE,LCD,1,2016,410700.00,170200.00,580900.00,0.00,,,,253500.00,253500.00,,
151,40 HIGH ST,201/  104/  /  / ,201,104,,  4419/0497,218500.00,218500.00,10,3900,DEVEL LAND,LCD,1,2016,0.00,218500.00,218500.00,200000.00,2019-03-04,4286.00,1991-05-31,137300.00,137300.00,,
152,38 HIGH ST,201/  105/  /  / ,201,105,,  2446/0833,260000.00,260000.00,0.22,1010,SINGLE FAM MDL01,LCD,1,2016,175200.00,84800.00,260000.00,0.00,2000-02-15,4000.00,1960-08-08,201200.00,201200.00,,
153,36 HIGH ST,201/  106/  /  / ,201,106,,  1970/0315,260700.00,260700.00,0.66,1010,SINGLE FAM MDL01,LCD,1,2016,149400.00,111300.00,260700.00,115048.00,1992-06-01,,,228700.00,228700.00,,
154,32 HIGH ST,201/  107/  /  / ,201,107,,  3080/0109,164900.00,164900.00,0.52,1010,SINGLE FAM MDL01,LCD,1,2016,82500.00,82400.00,164900.00,0.00,2004-11-18,75000.00,1998-11-10,138800.00,138800.00,,
159,30 HIGH ST,201/  109/  1000/  / ,201,109,1000,  0841/0392,187300.00,187300.00,1.96,9010,STATE NH,LCD,1,2016,21200.00,166100.00,187300.00,0.00,1955-06-02,,,145100.00,145100.00,,
161,24 HIGH ST (HIGHWAY GARAGE),201/  110/  1000/  / ,201,110,1000,002888/0819,781700.00,781700.00,3.47,903I,MUNICPAL  MDL-96,LCD,1,2016,562100.00,219600.00,781700.00,0.00,2003-09-10,,,751200.00,751200.00,,
